,freq_total,nodes,edges,pedge00,pedge11,pnode,total_states
327,130,4,3.0,0.0,2.0,0,16.0
328,2,4,3.0,2.0,0.0,2,16.0
329,3839,4,3.0,0.0,0.0,0,16.0
330,577,4,3.0,1.0,0.0,0,16.0
331,438,4,3.0,0.0,1.0,0,16.0
332,8,4,3.0,1.0,1.0,1,16.0
333,133,4,3.0,0.0,2.0,0,16.0
334,414,4,3.0,0.0,1.0,0,16.0
335,69,4,3.0,0.0,3.0,0,16.0
336,0,4,2.0,2.0,0.0,4,16.0
337,6,4,2.0,1.0,0.0,2,16.0
338,2,4,2.0,1.0,0.0,2,16.0
339,3,4,2.0,1.0,1.0,2,16.0
340,9,4,2.0,1.0,0.0,2,16.0
341,1979,4,2.0,0.0,0.0,0,16.0
342,1956,4,2.0,0.0,0.0,0,16.0
343,558,4,2.0,0.0,1.0,0,16.0
344,6,4,2.0,1.0,0.0,2,16.0
345,1879,4,2.0,0.0,0.0,0,16.0
346,1811,4,2.0,0.0,0.0,0,16.0
347,537,4,2.0,0.0,1.0,0,16.0
348,2,4,2.0,1.0,1.0,2,16.0
349,559,4,2.0,0.0,1.0,0,16.0
350,530,4,2.0,0.0,1.0,0,16.0
351,156,4,2.0,0.0,2.0,0,16.0
352,1,4,4.0,4.0,0.0,4,16.0
353,72,4,4.0,2.0,0.0,1,16.0
354,18,4,4.0,3.0,0.0,2,16.0
355,2127,4,4.0,1.0,0.0,0,16.0
356,83,4,4.0,2.0,0.0,1,16.0
357,18,4,4.0,1.0,1.0,1,16.0
358,2087,4,4.0,1.0,0.0,0,16.0
359,939,4,4.0,0.0,1.0,0,16.0
360,2614,4,4.0,1.0,0.0,0,16.0
361,664,4,4.0,0.0,1.0,0,16.0
362,113,4,4.0,1.0,1.0,0,16.0
363,233,4,4.0,0.0,2.0,0,16.0
364,683,4,4.0,0.0,1.0,0,16.0
365,59,4,4.0,0.0,3.0,0,16.0
366,228,4,4.0,0.0,2.0,0,16.0
367,53,4,4.0,0.0,4.0,0,16.0
368,3,4,3.0,3.0,0.0,4,16.0
369,8,4,3.0,2.0,0.0,2,16.0
370,10,4,3.0,2.0,0.0,2,16.0
371,60,4,3.0,1.0,0.0,1,16.0
372,8,4,3.0,2.0,0.0,2,16.0
373,61,4,3.0,1.0,0.0,1,16.0
374,55,4,3.0,1.0,0.0,1,16.0
375,4579,4,3.0,0.0,0.0,0,16.0
376,4274,4,3.0,0.0,0.0,0,16.0
377,232,4,3.0,0.0,1.0,0,16.0
378,250,4,3.0,0.0,1.0,0,16.0
379,47,4,3.0,0.0,2.0,0,16.0
380,251,4,3.0,0.0,1.0,0,16.0
381,38,4,3.0,0.0,2.0,0,16.0
382,40,4,3.0,0.0,2.0,0,16.0
383,77,4,3.0,0.0,3.0,0,16.0
384,0,4,3.0,3.0,0.0,4,16.0
385,6,4,3.0,2.0,0.0,2,16.0
386,7,4,3.0,2.0,0.0,2,16.0
387,595,4,3.0,1.0,0.0,0,16.0
388,119,4,3.0,1.0,0.0,1,16.0
389,8,4,3.0,1.0,1.0,1,16.0
390,3854,4,3.0,0.0,0.0,0,16.0
391,423,4,3.0,0.0,1.0,0,16.0
392,115,4,3.0,1.0,0.0,1,16.0
393,3912,4,3.0,0.0,0.0,0,16.0
394,4,4,3.0,1.0,1.0,1,16.0
395,405,4,3.0,0.0,1.0,0,16.0
396,213,4,3.0,0.0,1.0,0,16.0
397,138,4,3.0,0.0,2.0,0,16.0
398,125,4,3.0,0.0,2.0,0,16.0
399,69,4,3.0,0.0,3.0,0,16.0
400,4,4,5.0,5.0,0.0,4,16.0
401,836,4,5.0,2.0,0.0,0,16.0
402,861,4,5.0,2.0,0.0,0,16.0
403,2766,4,5.0,0.0,1.0,0,16.0
404,49,4,5.0,3.0,0.0,1,16.0
405,285,4,5.0,1.0,1.0,0,16.0
406,289,4,5.0,1.0,1.0,0,16.0
407,221,4,5.0,0.0,3.0,0,16.0
408,49,4,5.0,3.0,0.0,1,16.0
409,306,4,5.0,1.0,1.0,0,16.0
410,325,4,5.0,1.0,1.0,0,16.0
411,198,4,5.0,0.0,3.0,0,16.0
412,3239,4,5.0,1.0,0.0,0,16.0
413,232,4,5.0,0.0,2.0,0,16.0
414,254,4,5.0,0.0,2.0,0,16.0
415,77,4,5.0,0.0,5.0,0,16.0
416,2,4,4.0,4.0,0.0,4,16.0
417,85,4,4.0,2.0,0.0,1,16.0
418,2543,4,4.0,1.0,0.0,0,16.0
419,730,4,4.0,0.0,1.0,0,16.0
420,21,4,4.0,3.0,0.0,2,16.0
421,2053,4,4.0,1.0,0.0,0,16.0
422,102,4,4.0,1.0,1.0,0,16.0
423,261,4,4.0,0.0,2.0,0,16.0
424,77,4,4.0,2.0,0.0,1,16.0
425,32,4,4.0,1.0,1.0,1,16.0
426,710,4,4.0,0.0,1.0,0,16.0
427,58,4,4.0,0.0,3.0,0,16.0
428,2039,4,4.0,1.0,0.0,0,16.0
429,950,4,4.0,0.0,1.0,0,16.0
430,244,4,4.0,0.0,2.0,0,16.0
431,86,4,4.0,0.0,4.0,0,16.0
432,7,4,4.0,4.0,0.0,4,16.0
433,2591,4,4.0,1.0,0.0,0,16.0
434,89,4,4.0,2.0,0.0,1,16.0
435,681,4,4.0,0.0,1.0,0,16.0
436,78,4,4.0,2.0,0.0,1,16.0
437,702,4,4.0,0.0,1.0,0,16.0
438,21,4,4.0,1.0,1.0,1,16.0
439,63,4,4.0,0.0,3.0,0,16.0
440,18,4,4.0,3.0,0.0,2,16.0
441,112,4,4.0,1.0,1.0,0,16.0
442,2083,4,4.0,1.0,0.0,0,16.0
443,230,4,4.0,0.0,2.0,0,16.0
444,2057,4,4.0,1.0,0.0,0,16.0
445,226,4,4.0,0.0,2.0,0,16.0
446,928,4,4.0,0.0,1.0,0,16.0
447,106,4,4.0,0.0,4.0,0,16.0
448,0,4,3.0,3.0,0.0,4,16.0
449,125,4,3.0,1.0,0.0,1,16.0
450,124,4,3.0,1.0,0.0,1,16.0
451,208,4,3.0,0.0,1.0,0,16.0
452,4,4,3.0,2.0,0.0,2,16.0
453,3894,4,3.0,0.0,0.0,0,16.0
454,6,4,3.0,1.0,1.0,1,16.0
455,118,4,3.0,0.0,2.0,0,16.0
456,7,4,3.0,2.0,0.0,2,16.0
457,8,4,3.0,1.0,1.0,1,16.0
458,3840,4,3.0,0.0,0.0,0,16.0
459,124,4,3.0,0.0,2.0,0,16.0
460,601,4,3.0,1.0,0.0,0,16.0
461,429,4,3.0,0.0,1.0,0,16.0
462,443,4,3.0,0.0,1.0,0,16.0
463,61,4,3.0,0.0,3.0,0,16.0
464,7,4,4.0,4.0,0.0,4,16.0
465,75,4,4.0,2.0,0.0,1,16.0
466,2569,4,4.0,1.0,0.0,0,16.0
467,664,4,4.0,0.0,1.0,0,16.0
