,A,B,C,D,E,F,freq1,freq2,freq3,freq4,freq5,freq6,freq7,freq8,freq9,freq10,AB,BC,CD,DE,EF,FA,AC,BD,CE,DF,EA,FB,AD,BE,CF,pedge00,pedge11,pnode,hnodes,lnodes,Unnamed: 0,freq_total,EC,FD
1191,1,0,1,1,0,1,6.0,11.0,23.0,11.0,6.0,1.0,0.0,0.0,0.0,7.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,2.0,0.0,4.0,2.0,,,,
1192,1,0,1,0,1,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,4.0,1.0,4.0,2.0,,,,
1193,1,0,0,1,1,1,206.0,592.0,561.0,307.0,120.0,26.0,6.0,7.0,12.0,103.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,0.0,1.0,0.0,4.0,2.0,,,,
1194,0,1,1,1,1,0,23.0,64.0,27.0,17.0,8.0,1.0,1.0,0.0,0.0,11.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,0.0,3.0,0.0,4.0,2.0,,,,
1195,0,1,1,1,0,1,2.0,8.0,6.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,2.0,0.0,4.0,2.0,,,,
1196,0,1,1,0,1,1,1.0,13.0,12.0,9.0,2.0,1.0,1.0,7.0,0.0,16.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,0.0,3.0,0.0,4.0,2.0,,,,
1197,0,1,0,1,1,1,8.0,40.0,39.0,9.0,1.0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,2.0,0.0,4.0,2.0,,,,
1198,0,0,1,1,1,1,75.0,180.0,131.0,40.0,19.0,1.0,1.0,1.0,0.0,44.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,0.0,2.0,0.0,4.0,2.0,,,,
1199,1,1,1,0,0,0,175.0,370.0,309.0,133.0,51.0,13.0,5.0,11.0,0.0,17.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,0.0,1.0,0.0,3.0,3.0,,,,
1200,1,1,0,1,0,0,1.0,6.0,4.0,4.0,2.0,1.0,0.0,0.0,0.0,3.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,1.0,1.0,3.0,3.0,,,,
1201,1,1,0,0,1,0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,2.0,1.0,3.0,3.0,,,,
1202,1,1,0,0,0,1,339.0,1386.0,1220.0,593.0,182.0,32.0,6.0,6.0,6.0,75.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,0.0,0.0,3.0,3.0,,,,
1203,1,0,1,1,0,0,14.0,46.0,44.0,28.0,21.0,6.0,6.0,4.0,0.0,22.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,1.0,0.0,3.0,3.0,,,,
1204,1,0,1,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,3.0,1.0,3.0,3.0,,,,
1205,1,0,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,2.0,2.0,3.0,3.0,,,,
1206,1,0,0,1,1,0,0.0,15.0,4.0,4.0,6.0,1.0,0.0,0.0,0.0,8.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,1.0,1.0,3.0,3.0,,,,
1207,1,0,0,1,0,1,6.0,51.0,68.0,48.0,43.0,9.0,3.0,2.0,0.0,4.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,0.0,0.0,3.0,3.0,,,,
1208,1,0,0,0,1,1,8.0,19.0,32.0,14.0,6.0,2.0,0.0,1.0,0.0,1.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,1.0,1.0,3.0,3.0,,,,
1209,0,1,1,1,0,0,52.0,168.0,124.0,53.0,17.0,4.0,0.0,0.0,1.0,14.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,1.0,0.0,3.0,3.0,,,,
1210,0,1,1,0,1,0,19.0,57.0,45.0,26.0,9.0,1.0,1.0,0.0,0.0,24.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,0.0,2.0,0.0,3.0,3.0,,,,
1211,0,1,1,0,0,1,19.0,57.0,42.0,22.0,6.0,1.0,0.0,0.0,0.0,20.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,1.0,0.0,3.0,3.0,,,,
1212,0,1,0,1,1,0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,2.0,1.0,3.0,3.0,,,,
1213,0,1,0,1,0,1,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,3.0,1.0,1.0,3.0,3.0,,,,
1214,0,1,0,0,1,1,9.0,47.0,77.0,38.0,14.0,3.0,3.0,0.0,0.0,22.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,1.0,0.0,3.0,3.0,,,,
1215,0,0,1,1,1,0,241.0,689.0,551.0,392.0,119.0,29.0,8.0,12.0,0.0,102.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,0.0,1.0,0.0,3.0,3.0,,,,
1216,0,0,1,1,0,1,1.0,3.0,5.0,3.0,2.0,0.0,0.0,0.0,0.0,8.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,1.0,0.0,3.0,3.0,,,,
1217,0,0,1,0,1,1,0.0,5.0,7.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,2.0,1.0,3.0,3.0,,,,
1218,0,0,0,1,1,1,604.0,1569.0,1415.0,468.0,167.0,38.0,13.0,4.0,5.0,58.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,0.0,0.0,3.0,3.0,,,,
1219,1,1,0,0,0,0,8.0,36.0,37.0,17.0,8.0,2.0,0.0,1.0,0.0,2.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,0.0,1.0,2.0,4.0,,,,
1220,1,0,1,0,0,0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,1.0,2.0,2.0,4.0,,,,
1221,1,0,0,1,0,0,1.0,2.0,5.0,5.0,0.0,1.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,3.0,0.0,1.0,2.0,4.0,,,,
1222,1,0,0,0,1,0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,1.0,2.0,2.0,4.0,,,,
1223,1,0,0,0,0,1,0.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,3.0,0.0,2.0,2.0,4.0,,,,
1224,0,1,1,0,0,0,579.0,1541.0,1316.0,567.0,175.0,29.0,4.0,3.0,2.0,43.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,0.0,0.0,2.0,4.0,,,,
1225,0,1,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,4.0,1.0,3.0,2.0,4.0,,,,
1226,0,1,0,0,1,0,1.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,1.0,1.0,2.0,4.0,,,,
1227,0,1,0,0,0,1,1.0,2.0,16.0,10.0,4.0,0.0,3.0,0.0,1.0,9.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,3.0,0.0,1.0,2.0,4.0,,,,
1228,0,0,1,1,0,0,29.0,134.0,87.0,105.0,56.0,13.0,2.0,0.0,0.0,18.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,0.0,0.0,2.0,4.0,,,,
1229,0,0,1,0,1,0,1.0,15.0,13.0,9.0,4.0,3.0,0.0,1.0,0.0,5.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,1.0,1.0,1.0,2.0,4.0,,,,
1230,0,0,1,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,3.0,1.0,2.0,2.0,4.0,,,,
1231,0,0,0,1,1,0,16.0,66.0,51.0,40.0,6.0,0.0,0.0,1.0,0.0,5.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,0.0,1.0,2.0,4.0,,,,
1232,0,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,4.0,0.0,2.0,2.0,4.0,,,,
1233,0,0,0,0,1,1,5.0,57.0,62.0,34.0,8.0,5.0,1.0,1.0,0.0,1.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,2.0,0.0,1.0,2.0,4.0,,,,
1234,1,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,4.0,0.0,3.0,1.0,5.0,,,,
1235,0,1,0,0,0,0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,4.0,0.0,3.0,1.0,5.0,,,,
1236,0,0,1,0,0,0,2.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,3.0,0.0,2.0,1.0,5.0,,,,
1237,0,0,0,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,5.0,0.0,4.0,1.0,5.0,,,,
1238,0,0,0,0,1,0,1.0,5.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,3.0,0.0,2.0,1.0,5.0,,,,
1239,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,1,1.0,0.0,1,0,0,1,1,5.0,0.0,4.0,1.0,5.0,,,,
1240,0,1,1,1,1,1,0.0,14.0,12.0,10.0,1.0,0.0,0.0,0.0,0.0,11.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,6.0,0.0,5.0,1.0,,,,
1241,1,0,1,1,1,1,1.0,9.0,9.0,5.0,1.0,0.0,1.0,0.0,0.0,13.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,5.0,0.0,5.0,1.0,,,,
1242,1,1,0,1,1,1,1.0,9.0,11.0,7.0,1.0,0.0,0.0,0.0,0.0,12.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,5.0,0.0,5.0,1.0,,,,
1243,1,1,1,0,1,1,2.0,3.0,5.0,1.0,0.0,0.0,0.0,3.0,0.0,6.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,7.0,0.0,5.0,1.0,,,,
1244,1,1,1,1,0,1,6.0,43.0,65.0,36.0,4.0,1.0,0.0,3.0,0.0,10.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,4.0,0.0,5.0,1.0,,,,
1245,1,1,1,1,1,0,1.0,9.0,9.0,11.0,0.0,0.0,0.0,2.0,0.0,2.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,5.0,0.0,5.0,1.0,,,,
1246,1,1,1,1,0,0,11.0,58.0,84.0,30.0,6.0,1.0,1.0,8.0,7.0,10.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,2.0,0.0,4.0,2.0,,,,
1247,1,1,1,0,1,0,1.0,27.0,31.0,18.0,0.0,0.0,3.0,0.0,0.0,20.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,4.0,0.0,4.0,2.0,,,,
1248,1,1,1,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,4.0,1.0,4.0,2.0,,,,
1249,1,1,0,1,1,0,0.0,2.0,6.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,3.0,0.0,4.0,2.0,,,,
1250,1,1,0,1,0,1,4.0,19.0,29.0,10.0,2.0,0.0,0.0,2.0,0.0,2.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,2.0,0.0,4.0,2.0,,,,
1251,1,1,0,0,1,1,10.0,53.0,51.0,16.0,7.0,0.0,0.0,0.0,4.0,13.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,4.0,0.0,4.0,2.0,,,,
1252,1,0,1,1,1,0,82.0,460.0,454.0,101.0,14.0,3.0,0.0,2.0,3.0,38.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,2.0,0.0,4.0,2.0,,,,
1253,1,0,1,1,0,1,5.0,56.0,85.0,36.0,6.0,0.0,6.0,4.0,0.0,13.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,2.0,0.0,4.0,2.0,,,,
1254,1,0,1,0,1,1,8.0,20.0,19.0,6.0,1.0,0.0,2.0,0.0,0.0,15.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,4.0,0.0,4.0,2.0,,,,
1255,1,0,0,1,1,1,0.0,3.0,10.0,3.0,1.0,0.0,6.0,0.0,0.0,4.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,3.0,0.0,4.0,2.0,,,,
1256,0,1,1,1,1,0,0.0,4.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,4.0,0.0,4.0,2.0,,,,
1257,0,1,1,1,0,1,38.0,217.0,318.0,154.0,36.0,10.0,1.0,0.0,1.0,38.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,2.0,0.0,4.0,2.0,,,,
1258,0,1,1,0,1,1,0.0,6.0,20.0,11.0,2.0,0.0,0.0,3.0,0.0,17.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,5.0,0.0,4.0,2.0,,,,
1259,0,1,0,1,1,1,20.0,95.0,82.0,23.0,4.0,4.0,0.0,0.0,6.0,22.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,3.0,0.0,4.0,2.0,,,,
1260,0,0,1,1,1,1,1.0,2.0,7.0,1.0,2.0,0.0,0.0,0.0,1.0,10.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,4.0,0.0,4.0,2.0,,,,
1261,1,1,1,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,2.0,1.0,3.0,3.0,,,,
1262,1,1,0,1,0,0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,3.0,1.0,0.0,3.0,3.0,,,,
1263,1,1,0,0,1,0,0.0,57.0,55.0,28.0,8.0,3.0,0.0,0.0,4.0,12.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,2.0,0.0,3.0,3.0,,,,
1264,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,2.0,1.0,3.0,3.0,,,,
1265,1,0,1,1,0,0,109.0,906.0,1373.0,428.0,86.0,12.0,4.0,7.0,16.0,17.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,0.0,0.0,3.0,3.0,,,,
1266,1,0,1,0,1,0,529.0,2348.0,2119.0,641.0,109.0,29.0,9.0,8.0,15.0,97.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,1.0,0.0,3.0,3.0,,,,
1267,1,0,1,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,2.0,1.0,3.0,3.0,,,,
1268,1,0,0,1,1,0,2.0,18.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,1.0,0.0,3.0,3.0,,,,
1269,1,0,0,1,0,1,0.0,1.0,6.0,6.0,2.0,0.0,0.0,0.0,0.0,2.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,3.0,1.0,0.0,3.0,3.0,,,,
1270,1,0,0,0,1,1,3.0,46.0,62.0,32.0,7.0,1.0,1.0,0.0,0.0,2.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,2.0,0.0,3.0,3.0,,,,
1271,0,1,1,1,0,0,4.0,23.0,53.0,43.0,8.0,2.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,1.0,0.0,3.0,3.0,,,,
1272,0,1,1,0,1,0,0.0,4.0,12.0,8.0,5.0,2.0,0.0,0.0,0.0,2.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,3.0,0.0,3.0,3.0,,,,
1273,0,1,1,0,0,1,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,2.0,1.0,3.0,3.0,,,,
1274,0,1,0,1,1,0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,2.0,0.0,3.0,3.0,,,,
1275,0,1,0,1,0,1,676.0,3661.0,2644.0,678.0,109.0,15.0,7.0,5.0,8.0,47.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,0.0,0.0,3.0,3.0,,,,
1276,0,1,0,0,1,1,28.0,244.0,315.0,188.0,46.0,10.0,9.0,0.0,0.0,32.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,0.0,2.0,0.0,3.0,3.0,,,,
1277,0,0,1,1,1,0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,2.0,1.0,3.0,3.0,,,,
1278,0,0,1,1,0,1,0.0,20.0,59.0,34.0,17.0,5.0,0.0,0.0,0.0,3.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,1.0,0.0,3.0,3.0,,,,
1279,0,0,1,0,1,1,1.0,6.0,14.0,5.0,5.0,3.0,0.0,0.0,0.0,5.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,1.0,3.0,0.0,3.0,3.0,,,,
1280,0,0,0,1,1,1,0.0,2.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,2.0,0.0,3.0,3.0,,,,
1281,1,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,4.0,1.0,1.0,2.0,4.0,,,,
1282,1,0,1,0,0,0,0.0,5.0,7.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,3.0,0.0,1.0,2.0,4.0,,,,
1283,1,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,5.0,0.0,1.0,2.0,4.0,,,,
1284,1,0,0,0,1,0,84.0,491.0,428.0,109.0,25.0,6.0,6.0,1.0,0.0,46.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,0.0,0.0,2.0,4.0,,,,
1285,1,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,4.0,1.0,1.0,2.0,4.0,,,,
1286,0,1,1,0,0,0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,3.0,1.0,1.0,2.0,4.0,,,,
1287,0,1,0,1,0,0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,4.0,0.0,1.0,2.0,4.0,,,,
1288,0,1,0,0,1,0,2.0,25.0,54.0,42.0,5.0,1.0,0.0,0.0,0.0,7.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,1.0,0.0,2.0,4.0,,,,
1289,0,1,0,0,0,1,6.0,65.0,49.0,24.0,5.0,1.0,0.0,0.0,0.0,4.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,0.0,1.0,2.0,4.0,,,,
1290,0,0,1,1,0,0,0.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,1.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,4.0,0.0,1.0,2.0,4.0,,,,
1291,0,0,1,0,1,0,0.0,8.0,7.0,13.0,2.0,2.0,0.0,0.0,0.0,3.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,1.0,1.0,2.0,4.0,,,,
1292,0,0,1,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,3.0,1.0,1.0,2.0,4.0,,,,
1293,0,0,0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,4.0,1.0,1.0,2.0,4.0,,,,
1294,0,0,0,1,0,1,0.0,1.0,6.0,3.0,1.0,4.0,0.0,0.0,0.0,3.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,4.0,0.0,1.0,2.0,4.0,,,,
1295,0,0,0,0,1,1,1.0,34.0,70.0,25.0,6.0,3.0,0.0,0.0,0.0,15.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,2.0,1.0,0.0,2.0,4.0,,,,
1296,1,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,6.0,0.0,3.0,1.0,5.0,,,,
1297,0,1,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,5.0,0.0,2.0,1.0,5.0,,,,
1298,0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,5.0,0.0,2.0,1.0,5.0,,,,
1299,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,7.0,0.0,4.0,1.0,5.0,,,,
1300,0,0,0,0,1,0,0.0,1.0,4.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,4.0,0.0,1.0,1.0,5.0,,,,
1301,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,1,1,1,0,0,1.0,0.0,0,0,0,1,1,5.0,0.0,2.0,1.0,5.0,,,,
1302,0,1,1,1,1,1,0.0,5.0,4.0,2.0,0.0,4.0,0.0,0.0,3.0,8.0,1,1,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,0.0,8.0,0.0,5.0,1.0,,,,
1303,1,0,1,1,1,1,2.0,7.0,11.0,4.0,4.0,3.0,0.0,0.0,0.0,36.0,1,1,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,0.0,6.0,0.0,5.0,1.0,,,,
1304,1,1,0,1,1,1,1.0,5.0,7.0,2.0,2.0,0.0,0.0,0.0,0.0,16.0,1,1,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,0.0,8.0,0.0,5.0,1.0,,,,
1305,1,1,1,0,1,1,0.0,6.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,1,1,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,0.0,8.0,0.0,5.0,1.0,,,,
1306,1,1,1,1,0,1,2.0,8.0,13.0,6.0,1.0,0.0,0.0,0.0,0.0,26.0,1,1,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,0.0,7.0,0.0,5.0,1.0,,,,
1307,1,1,1,1,1,0,1.0,13.0,14.0,9.0,3.0,1.0,2.0,0.0,0.0,22.0,1,1,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,0.0,7.0,0.0,5.0,1.0,,,,
1308,1,1,1,1,0,0,8.0,45.0,65.0,34.0,9.0,4.0,5.0,1.0,0.0,79.0,1,1,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,1.0,4.0,0.0,4.0,2.0,,,,
1309,1,1,1,0,1,0,42.0,186.0,186.0,87.0,41.0,30.0,7.0,10.0,14.0,285.0,1,1,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,0.0,4.0,0.0,4.0,2.0,,,,
1310,1,1,1,0,0,1,0.0,6.0,10.0,4.0,3.0,0.0,4.0,3.0,5.0,18.0,1,1,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,1.0,5.0,0.0,4.0,2.0,,,,
1311,1,1,0,1,1,0,1.0,12.0,7.0,4.0,0.0,1.0,0.0,0.0,0.0,13.0,1,1,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,1.0,5.0,0.0,4.0,2.0,,,,
1312,1,1,0,1,0,1,44.0,182.0,156.0,56.0,31.0,23.0,12.0,6.0,16.0,287.0,1,1,1,1,1,1,0,1,0.0,0.0,1,1,0,1,1,0.0,4.0,0.0,4.0,2.0,,,,
